Product_id,Review_rating,clean_review
559, 5.0 out of 5 stars, perfect
560,5.0 out of 5 stars,nice product
561,5.0 out of 5 stars,good but too large
561, 5.0 out of 5 stars, excellent service
561, 4.0 out of 5 stars, strong but long
561, 5.0 out of 5 stars, pure leather
561, 3.0 out of 5 stars, not to the expectations 
561, 5.0 out of 5 stars, red chief ok
561, 5.0 out of 5 stars, good
561, 5.0 out of 5 stars, good
561, 5.0 out of 5 stars, nice product
561, 3.0 out of 5 stars, hhaha
562,4.0 out of 5 stars,must buy
562, 5.0 out of 5 stars, i hit  stars
562, 5.0 out of 5 stars, adidas sports shoes
562, 1.0 out of 5 stars, it soaks water from road to make your feet complete wet
562, 5.0 out of 5 stars, good productlight weight
562, 3.0 out of 5 stars, confused
562, 5.0 out of 5 stars, great quality for money but no arch support
562, 2.0 out of 5 stars, not for gym or running at all
562, 1.0 out of 5 stars, dont buy disappointing shoes are just for  days as mentioned
562, 3.0 out of 5 stars, good for running
563,5.0 out of 5 stars,very good for running grip is great
563, 4.0 out of 5 stars, superb
563, 4.0 out of 5 stars, not too stylish but usable
563, 5.0 out of 5 stars, best in comfort and quality
563, 5.0 out of 5 stars, k worth
563, 5.0 out of 5 stars, excellent shoes for running
563, 2.0 out of 5 stars, not good dont go for it
563, 1.0 out of 5 stars, not got dood product
563, 5.0 out of 5 stars, good product value for miney
563, 5.0 out of 5 stars, they simply rock 
564,4.0 out of 5 stars,perfect shoes
564, 4.0 out of 5 stars, ultimate brouges for uncles  age
564, 3.0 out of 5 stars, not as expected fit is issue
564, 5.0 out of 5 stars, good comfortable formal shoesnever out of style with brogues
564, 1.0 out of 5 stars, fake product
564, 5.0 out of 5 stars, fan of clarks shoes
564, 5.0 out of 5 stars, excellent  shoe
564, 4.0 out of 5 stars, caused shoe bite
564, 5.0 out of 5 stars, classy and comfortable
564, 5.0 out of 5 stars, just awesome
565,3.0 out of 5 stars,ok
565, 1.0 out of 5 stars, delivery size too large
565, 1.0 out of 5 stars, chip products
565, 4.0 out of 5 stars, verified purchase
565, 4.0 out of 5 stars, verified purchase
566,5.0 out of 5 stars,got good quality product
566, 5.0 out of 5 stars, great shoes
566, 5.0 out of 5 stars, sizes are big so be careful
566, 1.0 out of 5 stars, the product was damage
566, 1.0 out of 5 stars, bad experience with woodland online
566, 3.0 out of 5 stars, somewhat doubtful
566, 5.0 out of 5 stars, nice shoe
566, 5.0 out of 5 stars, earthy woody comfort shoes
566, 5.0 out of 5 stars, wonderful shoes
566, 1.0 out of 5 stars, damaged shoes
567,5.0 out of 5 stars,good shoes
567, 5.0 out of 5 stars, thanks amazon
567, 4.0 out of 5 stars, very good shoes feel like you are walking on carpet 
567, 1.0 out of 5 stars, hope this mistake will not occur again as i am a srcitizen
567, 3.0 out of 5 stars, good but the inside fabric started tearing in just  months
567, 5.0 out of 5 stars, nice shoes
567, 4.0 out of 5 stars, four stars
567, 5.0 out of 5 stars, great walking shoes
567, 5.0 out of 5 stars, most comfortable pair ever
567, 4.0 out of 5 stars, good
568,2.0 out of 5 stars,it does not seem to be geninue product quality is poor too heavy and not comfortable
568, 5.0 out of 5 stars, excellent
568, 5.0 out of 5 stars, nice and comfortable
568, 5.0 out of 5 stars, awesome comfort  cushioning
568, 5.0 out of 5 stars, excellent fit and amazing looks
568, 5.0 out of 5 stars, bata hush puppies  comfort and style
568, 4.0 out of 5 stars, as expected
568, 4.0 out of 5 stars, good so far
568, 5.0 out of 5 stars, hush puppies never fails to deliver 
568, 4.0 out of 5 stars, nice product
569,5.0 out of 5 stars,perfect fit
569, 1.0 out of 5 stars, not order this product
569, 3.0 out of 5 stars, decent product for running
569, 1.0 out of 5 stars, worst shoeswastage of moneymost uncomfortable shoes
569, 1.0 out of 5 stars, bad quality
569, 2.0 out of 5 stars, dont buy worst quality by puma the fabric tore apart at multiple places in  months
569, 1.0 out of 5 stars, its fake
569, 1.0 out of 5 stars, copy shoes selling
569, 5.0 out of 5 stars, good for normal jogging
569, 5.0 out of 5 stars, nice product from puma good shopping experience from amazon
570,1.0 out of 5 stars,cheap product
570, 1.0 out of 5 stars, worst experience  duplicate brand red chief
570, 2.0 out of 5 stars, ok ok product
570, 4.0 out of 5 stars, four stars
570, 4.0 out of 5 stars, better than market retail
570, 1.0 out of 5 stars, wasted money
570, 5.0 out of 5 stars,  
570, 3.0 out of 5 stars, not a satisfactory buy
570, 4.0 out of 5 stars, product very clear  my expected
570, 5.0 out of 5 stars, genuine leather and good fit product
571,1.0 out of 5 stars, months and lace hole is broken
571, 5.0 out of 5 stars, good one overall
571, 5.0 out of 5 stars, too good
571, 5.0 out of 5 stars, go for it if u line crocs
571, 1.0 out of 5 stars, quality
571, 5.0 out of 5 stars, comfortable
571, 1.0 out of 5 stars, not like crocs at all
571, 5.0 out of 5 stars, good quality product
571, 5.0 out of 5 stars, great product
571, 5.0 out of 5 stars, good degine
572,4.0 out of 5 stars,good product but little defected see full review
572, 2.0 out of 5 stars, third class packaging of shoes
572, 5.0 out of 5 stars, great value for money
572, 5.0 out of 5 stars, amazing product
572, 2.0 out of 5 stars, size is small
572, 1.0 out of 5 stars, recieved with damaged box and size also very small
572, 4.0 out of 5 stars, kiran jagtap 
572, 1.0 out of 5 stars, fake product
572, 4.0 out of 5 stars, value for money 
572, 5.0 out of 5 stars, packing not good
573,5.0 out of 5 stars,super
573, 5.0 out of 5 stars, excellent original comfortable sports shoes
573, 1.0 out of 5 stars, defective shoes
573, 5.0 out of 5 stars, simply superb adidas is indeed the best
573, 5.0 out of 5 stars, its original addidas product
573, 2.0 out of 5 stars, nothing great
573, 5.0 out of 5 stars, real beast
573, 5.0 out of 5 stars, good
573, 1.0 out of 5 stars, not a good item
573, 5.0 out of 5 stars, nice shoes
574,5.0 out of 5 stars,quite comfortable and looks good
574, 5.0 out of 5 stars, comfortable shoes
574, 1.0 out of 5 stars, not much comfortable
574, 5.0 out of 5 stars, nice shoes and colour
574, 5.0 out of 5 stars, nice shoes great in fitting
574, 4.0 out of 5 stars, good
574, 5.0 out of 5 stars, perfect
574, 1.0 out of 5 stars, not good for value for money  overprice and overrated
574, 4.0 out of 5 stars, similar larg
574, 4.0 out of 5 stars, report abuse
575,4.0 out of 5 stars,good product
575, 2.0 out of 5 stars, booked camel color but recdeived khaki color hence returned the same
575, 5.0 out of 5 stars, fantastic product with good sole grip
575, 5.0 out of 5 stars, very nice good looking and comfort perfect fit
575, 4.0 out of 5 stars, nice
575, 4.0 out of 5 stars, i appreciate your service
575, 5.0 out of 5 stars, amazing product
575, 5.0 out of 5 stars, good
575, 5.0 out of 5 stars, nice shoes right fit
575, 5.0 out of 5 stars, olive uk stok kiya jaye mere leye
576,5.0 out of 5 stars,original puma shoe and a good design
576, 5.0 out of 5 stars, best shoes  buy without a second thought
576, 5.0 out of 5 stars, pretty cool
576, 5.0 out of 5 stars, nice shoes from puma
576, 4.0 out of 5 stars, good buy top quality
576, 4.0 out of 5 stars, marvelous
576, 1.0 out of 5 stars, look good but not comfortable
576, 5.0 out of 5 stars, excellent price
576, 4.0 out of 5 stars, great product though got it for cheaper price
576, 5.0 out of 5 stars, comfortable and so cool
577,1.0 out of 5 stars,poor quality product
578,5.0 out of 5 stars,stylish and comfortable
578, 5.0 out of 5 stars, comfy and smart
578, 4.0 out of 5 stars, comfortable
578, 5.0 out of 5 stars, perfect
578, 1.0 out of 5 stars, received a used one
578, 2.0 out of 5 stars, comfortable but over priced 
578, 5.0 out of 5 stars, quite good
578, 4.0 out of 5 stars, go skechers
578, 5.0 out of 5 stars, comfortable  light weight
578, 5.0 out of 5 stars, comfortable
579,1.0 out of 5 stars,be very careful about discounted shoes
579, 5.0 out of 5 stars, very much recommended
579, 5.0 out of 5 stars, dont think too much just order it
579, 5.0 out of 5 stars, good fit stylish look
579, 2.0 out of 5 stars, st copy
579, 5.0 out of 5 stars, five stars
579, 4.0 out of 5 stars, its slightly not well made designed from the inside
579, 5.0 out of 5 stars, woodland sneakers
579, 4.0 out of 5 stars, nice
579, 5.0 out of 5 stars, very comfortable and perfectly fitted sneakers
580,4.0 out of 5 stars,authentic adidas shoes 
580, 5.0 out of 5 stars, nice one
580, 5.0 out of 5 stars, authentic adidas
580, 1.0 out of 5 stars,  
580, 5.0 out of 5 stars, really good all rounder shoes
580, 5.0 out of 5 stars, very comfortable
580, 5.0 out of 5 stars, best budget running shoes
580, 3.0 out of 5 stars, light weight
580, 1.0 out of 5 stars, pathetic cheap material used
580, 4.0 out of 5 stars, light in weight
581,2.0 out of 5 stars,not comfortable
581, 5.0 out of 5 stars, good fit and quality 
581, 5.0 out of 5 stars, great look and design
581, 4.0 out of 5 stars, as expected
581, 5.0 out of 5 stars, nice product
581, 2.0 out of 5 stars, average
581, 2.0 out of 5 stars, verify shoe size before buy
581, 1.0 out of 5 stars, very bad
581, 5.0 out of 5 stars, quite good item with timely delivery
581, 4.0 out of 5 stars, good buy
582,1.0 out of 5 stars,very bad
582, 5.0 out of 5 stars, recommended product
582, 4.0 out of 5 stars, good product
582, 1.0 out of 5 stars, fake adidas shoes
582, 5.0 out of 5 stars, coooool shoes
582, 5.0 out of 5 stars, worth it for the money of 
582, 5.0 out of 5 stars, wonderful product
582, 4.0 out of 5 stars, happy to purchase 
582, 1.0 out of 5 stars, adidas teal sports shoe
582, 4.0 out of 5 stars, awsome shoes
583,5.0 out of 5 stars,good
583, 1.0 out of 5 stars, bad product
583, 5.0 out of 5 stars, flexible shoesh
583, 5.0 out of 5 stars, quality
584,4.0 out of 5 stars,light but cloudfoam not that good
584, 2.0 out of 5 stars, the mos
584, 5.0 out of 5 stars, comfort and style  perfect
584, 5.0 out of 5 stars, comfort
584, 1.0 out of 5 stars, duplicate
584, 5.0 out of 5 stars, good feeling while running
584, 1.0 out of 5 stars, the product quality is too bad
584, 5.0 out of 5 stars, must buy very comfortable
584, 5.0 out of 5 stars, awesome
584, 5.0 out of 5 stars, fit
585,4.0 out of 5 stars,good
585, 2.0 out of 5 stars, not good wast of money 
585, 5.0 out of 5 stars, keka
585, 4.0 out of 5 stars, worth every penny
585, 4.0 out of 5 stars, comfortable
585, 4.0 out of 5 stars, good
585, 1.0 out of 5 stars, faltu
586,5.0 out of 5 stars,happy
586, 5.0 out of 5 stars, awesome  star 
586, 5.0 out of 5 stars, awesome
586, 3.0 out of 5 stars, looks good not very comfortable
586, 5.0 out of 5 stars, awesome shoes with wearing difficulty
586, 4.0 out of 5 stars, under k consider this as one of the best
586, 5.0 out of 5 stars, go for it
586, 5.0 out of 5 stars, true value for money
586, 5.0 out of 5 stars, dont think just go for it price worthy
586, 5.0 out of 5 stars, thankyou amazon
587,2.0 out of 5 stars,defective  rejected product
587, 5.0 out of 5 stars, it seems used product
587, 4.0 out of 5 stars, good quality
587, 5.0 out of 5 stars, great product must have casual product
587, 1.0 out of 5 stars, disgusting hush puppies shoe
587, 1.0 out of 5 stars, not the original hush puppies
587, 1.0 out of 5 stars, fake product
587, 5.0 out of 5 stars, worth for 
587, 1.0 out of 5 stars, sarcastic  pathetic
587, 5.0 out of 5 stars, good quality
588,5.0 out of 5 stars,great shoes
588, 5.0 out of 5 stars, great deal and amazing shoes
588, 5.0 out of 5 stars, wish came true
588, 5.0 out of 5 stars, perfect running jogging shoes
588, 4.0 out of 5 stars, good shoes for the discount prices but they are large
588, 5.0 out of 5 stars, worth for money
588, 5.0 out of 5 stars, feather lite shoe with best ortho comfort
588, 5.0 out of 5 stars, very comfortable
588, 5.0 out of 5 stars, go for it perfect for running and workout
588, 4.0 out of 5 stars, light and comfortable
589,1.0 out of 5 stars,damaged products at discounted price
589, 1.0 out of 5 stars, leather colour
589, 4.0 out of 5 stars, looks classy
589, 1.0 out of 5 stars, worst product
589, 1.0 out of 5 stars, detective item
589, 3.0 out of 5 stars, ok
589, 1.0 out of 5 stars, where can i get the warranty executed
589, 3.0 out of 5 stars, cheap is cheap
589, 5.0 out of 5 stars, buy  size bigger
589, 2.0 out of 5 stars, average product
590,5.0 out of 5 stars,great product verified as original
590, 4.0 out of 5 stars, misleading sizes from adidas
590, 2.0 out of 5 stars, worst packaging
590, 5.0 out of 5 stars, value for money
590, 4.0 out of 5 stars, product seems good early delivery bad packaging
590, 1.0 out of 5 stars, fake product
590, 1.0 out of 5 stars, bad quality of shoes
590, 4.0 out of 5 stars, quality
590, 5.0 out of 5 stars, excellent product
590, 3.0 out of 5 stars, rahul
591,2.0 out of 5 stars,quality not upto the mark
591, 4.0 out of 5 stars, good option for starting barefoot running
591, 5.0 out of 5 stars, great shoes for barefoot running
591, 4.0 out of 5 stars, durability could become an issue
591, 5.0 out of 5 stars, a value for money barefoot shoes
591, 3.0 out of 5 stars, buy if no other option available at cheaper price under aqua shoes sportx
591, 5.0 out of 5 stars, appreciable product
591, 5.0 out of 5 stars, value for money
591, 5.0 out of 5 stars, go for it if you want to run barefoot
591, 3.0 out of 5 stars, good minimalist shoes for walking
592,5.0 out of 5 stars,comfortable and light weight
592, 5.0 out of 5 stars, just go for it
592, 5.0 out of 5 stars, exacting specifications
592, 5.0 out of 5 stars, one and only nike
592, 1.0 out of 5 stars, very poor quality fake puma
592, 1.0 out of 5 stars, verified purchase
592, 5.0 out of 5 stars, verified purchase
592, 4.0 out of 5 stars, report abuse
592, 5.0 out of 5 stars, verified purchase
592, 2.0 out of 5 stars, verified purchase
593,5.0 out of 5 stars,good leather
593, 5.0 out of 5 stars, great dark blue driving shoe
593, 4.0 out of 5 stars, comfortable
593, 1.0 out of 5 stars, poorest quality
593, 1.0 out of 5 stars, never buy this product
594,5.0 out of 5 stars,worth the money
594, 4.0 out of 5 stars, good shoes awesome traction
594, 5.0 out of 5 stars, very good
594, 4.0 out of 5 stars, look dont think twice go for it
594, 5.0 out of 5 stars, very comfortable
594, 5.0 out of 5 stars, best till now
594, 5.0 out of 5 stars, most comfy shoes i have ever purchased
594, 1.0 out of 5 stars, quality is not good
594, 4.0 out of 5 stars, good
594, 5.0 out of 5 stars, really comfortable just go for it
595,2.0 out of 5 stars,pathetic quality of shoe from nike
595, 1.0 out of 5 stars, pesting is very poor
595, 5.0 out of 5 stars, comfortable fited as well
595, 1.0 out of 5 stars, product seem duplicatein pic nike is written on solewhile on product nest is written
595, 5.0 out of 5 stars, amazing
595, 1.0 out of 5 stars, shoes is very old
595, 5.0 out of 5 stars, perfect fit very nice shade
595, 4.0 out of 5 stars, light weight and ideal for medium intensity running
595, 5.0 out of 5 stars, amazing lightweight shoes for training and outing purpose
595, 5.0 out of 5 stars, nice
596,5.0 out of 5 stars,perfect for those who are seeking comfort and aesthetics altogether
596, 1.0 out of 5 stars, fake product delevard
596, 5.0 out of 5 stars, great pair of shoes
596, 4.0 out of 5 stars, good product
596, 5.0 out of 5 stars, fantastic quality
596, 5.0 out of 5 stars, very good value for money
596, 5.0 out of 5 stars, the most comfortable pair of shoes ive ever worn
596, 5.0 out of 5 stars, good deal
596, 4.0 out of 5 stars, good product for running 
596, 5.0 out of 5 stars, comfortable shoes in all ways
597,1.0 out of 5 stars,dont buy these shoes
597, 5.0 out of 5 stars, woodland is the best
597, 5.0 out of 5 stars, best shoe in best price
597, 4.0 out of 5 stars, original product build quality is nice
597, 5.0 out of 5 stars, a masterpiece
597, 5.0 out of 5 stars, satisfied with the product 
597, 2.0 out of 5 stars, front flap not sysmtric when tied with lace moves on one side
597, 5.0 out of 5 stars, excellent boots
597, 4.0 out of 5 stars, nice boot but very havvy
597, 4.0 out of 5 stars, got in rs at httpsamzntontzyc
598,5.0 out of 5 stars,fitting
598, 5.0 out of 5 stars, best offers
598, 1.0 out of 5 stars, received product is not same as shown in picture
598, 5.0 out of 5 stars, nice product
599,4.0 out of 5 stars,original corcs product  order one size smaller than usual
599, 5.0 out of 5 stars, good product but packaging is very bad
599, 1.0 out of 5 stars, recieved a fake product
599, 3.0 out of 5 stars, super quality
599, 4.0 out of 5 stars, crocs size are different
599, 5.0 out of 5 stars, crocs rocks
599, 5.0 out of 5 stars, cheapest deal
599, 1.0 out of 5 stars, not good
599, 4.0 out of 5 stars, otha super uh
599, 3.0 out of 5 stars, things to know before you order
600,3.0 out of 5 stars,not bad
601,5.0 out of 5 stars,perfect shoes
601, 5.0 out of 5 stars, check sku on box it is same and orginal
601, 4.0 out of 5 stars, made in vietnam why not made in india
601, 1.0 out of 5 stars, amazon is selling way old product
601, 1.0 out of 5 stars,  
601, 5.0 out of 5 stars, very comfortable and stylish
601, 4.0 out of 5 stars, loved it
601, 5.0 out of 5 stars, best nike in this range
601, 5.0 out of 5 stars, good product
601, 5.0 out of 5 stars, very light in weight and good material
602,5.0 out of 5 stars,great shoes and worth the money
602, 5.0 out of 5 stars, awesome
602, 5.0 out of 5 stars, good quality and nice comfort
602, 5.0 out of 5 stars, satisfied experience
602, 5.0 out of 5 stars, beautiful
603,2.0 out of 5 stars,not as good as usual woodland model
603, 2.0 out of 5 stars, hope amazon is procuring the products from certified dealer
603, 1.0 out of 5 stars, stitches are coming out with in a week
603, 1.0 out of 5 stars, damaged goods are being sold by amazon
603, 4.0 out of 5 stars, good product
603, 2.0 out of 5 stars, do not think that this is original woodlands in  it is nd or rd copy very cheap quality
603, 2.0 out of 5 stars, duplicate wood land shoes
603, 3.0 out of 5 stars, product quantity is not good as woodland shoes
603, 1.0 out of 5 stars, zero comfort
603, 5.0 out of 5 stars, good
604,1.0 out of 5 stars,very bad
604, 5.0 out of 5 stars, good product
604, 1.0 out of 5 stars, pathetic
604, 2.0 out of 5 stars, fitting and quality
604, 4.0 out of 5 stars, chand mae bhi daag hae
604, 1.0 out of 5 stars, disatisfied
604, 1.0 out of 5 stars, bad product
604, 3.0 out of 5 stars, okay typed product
604, 5.0 out of 5 stars, can trust the product
604, 1.0 out of 5 stars, waste of money
605,5.0 out of 5 stars,nice quality  out of 
605, 2.0 out of 5 stars, got fake one
605, 1.0 out of 5 stars, shoes shape after use becomes different lyk as if its 
605, 4.0 out of 5 stars, good pair packaging was bad
605, 5.0 out of 5 stars, bulls eye 
605, 5.0 out of 5 stars, awesome shoes
605, 5.0 out of 5 stars, quality is not so good attaching a pic too for more clarity
605, 4.0 out of 5 stars, ok
605, 2.0 out of 5 stars, i hope they are genuine
605, 5.0 out of 5 stars, great product
606,1.0 out of 5 stars,fake red tape shoe
606, 1.0 out of 5 stars, totally disappointed with amazon
606, 2.0 out of 5 stars, not reccomended
606, 5.0 out of 5 stars, very classy looking
606, 5.0 out of 5 stars, value of money
606, 5.0 out of 5 stars, geniune product 
606, 5.0 out of 5 stars, awesome
606, 4.0 out of 5 stars, good for the money
606, 3.0 out of 5 stars, just ok
606, 1.0 out of 5 stars, not a relaxed
607,1.0 out of 5 stars,worst never buy from amazon
607, 5.0 out of 5 stars, perfect product
607, 5.0 out of 5 stars, value for money
607, 5.0 out of 5 stars, must buy very good comfortable beautiful shoes
607, 5.0 out of 5 stars, nice product
607, 2.0 out of 5 stars, not impressive
607, 4.0 out of 5 stars, quality as expected
607, 1.0 out of 5 stars, very poor condition of shoeswith poor pasting
607, 1.0 out of 5 stars, looks good but not in comfort
607, 3.0 out of 5 stars, not satisfactory
608,4.0 out of 5 stars,red tape brand is best
608, 5.0 out of 5 stars, picture perfect 
608, 5.0 out of 5 stars, good
608, 5.0 out of 5 stars, nice product
609,1.0 out of 5 stars,poor quality product
609, 5.0 out of 5 stars, please change
609, 1.0 out of 5 stars, item not picked so far
609, 3.0 out of 5 stars, quality is medium size is big
609, 5.0 out of 5 stars, big size
609, 5.0 out of 5 stars, good
609, 3.0 out of 5 stars, not good
610,4.0 out of 5 stars,heavy weighted still nice
610, 4.0 out of 5 stars, comfort
610, 5.0 out of 5 stars, nice shoes
610, 4.0 out of 5 stars, nice
610, 5.0 out of 5 stars, product achcha hai magar fitting samasya hai
610, 1.0 out of 5 stars, not all size in stock
611,3.0 out of 5 stars,three stars
611, 4.0 out of 5 stars, tough shoes on outside
611, 1.0 out of 5 stars, already usable shoes
611, 3.0 out of 5 stars, seems like first copy of original
611, 2.0 out of 5 stars, take a second thought
611, 1.0 out of 5 stars, old used shoes received  fully money wasted
611, 1.0 out of 5 stars, duplicate woodland
611, 3.0 out of 5 stars, just ok not great
611, 1.0 out of 5 stars, two year old product
611, 1.0 out of 5 stars, stay away
612,5.0 out of 5 stars, excellent
612, 5.0 out of 5 stars, satisfaction
612, 4.0 out of 5 stars, its heavy but best on this prize and front side is too hard
612, 5.0 out of 5 stars, satisfactory
612, 5.0 out of 5 stars, great quality stuff highly recommended
612, 5.0 out of 5 stars, good
612, 5.0 out of 5 stars, nice quality
612, 1.0 out of 5 stars, it was goo
613,4.0 out of 5 stars,extremely soft and comfortable on the feet the quality can be felt
613, 5.0 out of 5 stars, nice one
613, 4.0 out of 5 stars, price
613, 5.0 out of 5 stars, good product and worth the price
613, 5.0 out of 5 stars, nice
613, 4.0 out of 5 stars, verified purchase
613, 5.0 out of 5 stars, verified purchase
613, 4.0 out of 5 stars, report abuse
614,1.0 out of 5 stars,duplicate product received
614, 3.0 out of 5 stars, not good
614, 2.0 out of 5 stars, left and right shoe different size
614, 2.0 out of 5 stars, tooooooo expensive
614, 5.0 out of 5 stars, best shoe
614, 1.0 out of 5 stars, poor quality
614, 2.0 out of 5 stars, verified purchase
614, 5.0 out of 5 stars, report abuse
614, 4.0 out of 5 stars, verified purchase
614, 3.0 out of 5 stars, verified purchase
615,1.0 out of 5 stars,fake
615, 4.0 out of 5 stars, feather weight shoes
615, 4.0 out of 5 stars, lovely and superduper light weight
615, 5.0 out of 5 stars, its like walking on clouds soo good
615, 5.0 out of 5 stars, classic
615, 1.0 out of 5 stars, please refund
615, 5.0 out of 5 stars, perfect comfortable
615, 4.0 out of 5 stars, light weight
615, 1.0 out of 5 stars, dont buy it
615, 4.0 out of 5 stars, nyc shoes
616,5.0 out of 5 stars,nice fitting
616, 4.0 out of 5 stars, beautiful and stylish
616, 1.0 out of 5 stars, not worthy poor quality
616, 5.0 out of 5 stars, genuine product
616, 4.0 out of 5 stars, good
616, 4.0 out of 5 stars, comfortable sports shoe
616, 5.0 out of 5 stars, good product
616, 4.0 out of 5 stars, good fit and quality
616, 3.0 out of 5 stars, small saze
616, 5.0 out of 5 stars, quality is very good and very nice shoes
617,5.0 out of 5 stars,feet so well looks stunning go go go for it be the lucky one 
617, 1.0 out of 5 stars, the product is used
617, 2.0 out of 5 stars, not happy
617, 5.0 out of 5 stars, good buy a larger size than your original size
617, 4.0 out of 5 stars, mixture of good nd bad
617, 1.0 out of 5 stars, fake
617, 4.0 out of 5 stars, nice product
617, 1.0 out of 5 stars, wrost experience
617, 2.0 out of 5 stars, so uncomfortable
617, 5.0 out of 5 stars,  cent recommended
618,1.0 out of 5 stars,not for sports
618, 5.0 out of 5 stars, value for money
618, 3.0 out of 5 stars, smaller than the size written on it
618, 5.0 out of 5 stars, most comfortable inside material using memories soul
618, 3.0 out of 5 stars, colour
618, 4.0 out of 5 stars, nice shoe
618, 4.0 out of 5 stars, thanks amazon
618, 4.0 out of 5 stars, your normal size  is always to be ordered
618, 1.0 out of 5 stars, smaller in size by no
618, 5.0 out of 5 stars, nice and comfortable
619,3.0 out of 5 stars,damaged product
619, 1.0 out of 5 stars, worst condition
619, 4.0 out of 5 stars, nice
619, 1.0 out of 5 stars, ever heard of spoilt shoes
619, 1.0 out of 5 stars, damaged product color diffrence used product
619, 1.0 out of 5 stars, worn out completely
619, 1.0 out of 5 stars, defected product
619, 4.0 out of 5 stars, classy boots
619, 4.0 out of 5 stars, very comfortable
619, 5.0 out of 5 stars, great shoes
620,1.0 out of 5 stars,no shoes in the box
620, 3.0 out of 5 stars, not a good quality
620, 5.0 out of 5 stars, very nice product
620, 3.0 out of 5 stars, good
621,1.0 out of 5 stars,cheap quality
621, 5.0 out of 5 stars, excellent
621, 3.0 out of 5 stars, package was opened before delivery
621, 1.0 out of 5 stars, local packaging
621, 5.0 out of 5 stars, best of the best
621, 4.0 out of 5 stars, worth its price
621, 5.0 out of 5 stars, awesome
621, 5.0 out of 5 stars, very stylish and comfortable shoes
621, 4.0 out of 5 stars, good
621, 5.0 out of 5 stars, report abuse
622,1.0 out of 5 stars,cheap quality
622, 5.0 out of 5 stars, excellent
622, 3.0 out of 5 stars, package was opened before delivery
622, 1.0 out of 5 stars, local packaging
622, 5.0 out of 5 stars, best of the best
622, 4.0 out of 5 stars, worth its price
622, 5.0 out of 5 stars, awesome
622, 5.0 out of 5 stars, very stylish and comfortable shoes
622, 4.0 out of 5 stars, good
622, 5.0 out of 5 stars, report abuse
623,5.0 out of 5 stars,great at the given price
623, 5.0 out of 5 stars, woodland boot
623, 4.0 out of 5 stars, heavy look
623, 5.0 out of 5 stars, from satyam computers
623, 1.0 out of 5 stars, waste of money
623, 1.0 out of 5 stars, woodland please improve 
623, 1.0 out of 5 stars, not worth it
623, 4.0 out of 5 stars, cleaning great concern
623, 1.0 out of 5 stars, pls refund my money immediately
623, 5.0 out of 5 stars, excellent
624,4.0 out of 5 stars,overall usability is good
624, 1.0 out of 5 stars, bad supplier
624, 4.0 out of 5 stars, value for money
624, 1.0 out of 5 stars, comfort worst
624, 3.0 out of 5 stars, would have been better
624, 5.0 out of 5 stars, its a right product
624, 5.0 out of 5 stars, great shoes
624, 4.0 out of 5 stars, good but large in size
624, 1.0 out of 5 stars, require replacement of shoe laces
624, 5.0 out of 5 stars, excellent model
625,1.0 out of 5 stars,not the best of sketchers shoes  rather no a sketchers shoe at all 
625, 5.0 out of 5 stars, light weight  comfy perfect for workout
625, 2.0 out of 5 stars, shoes good price not at best
625, 5.0 out of 5 stars, so soft
625, 5.0 out of 5 stars, fabulous shoe
625, 4.0 out of 5 stars, size issue was there but after ordering one size bigger it is nicely fit for me
625, 1.0 out of 5 stars, shoe tore in  months of moderate running
625, 4.0 out of 5 stars, nice shoe
625, 5.0 out of 5 stars, super comfortable
625, 1.0 out of 5 stars, poor quality
626,5.0 out of 5 stars,exellent 
626, 3.0 out of 5 stars, okkk
626, 5.0 out of 5 stars, high quality
626, 4.0 out of 5 stars, ok product
626, 4.0 out of 5 stars, nice
627,1.0 out of 5 stars,never buy this product its useless
627, 1.0 out of 5 stars, worst product
627, 1.0 out of 5 stars, worst experience with amazon ever
627, 5.0 out of 5 stars, genniuine product
627, 5.0 out of 5 stars, good quality leather and very comfortable to wear
627, 5.0 out of 5 stars, too good
627, 3.0 out of 5 stars, average quality and price to high for me
628,3.0 out of 5 stars,price dropped
628, 2.0 out of 5 stars, doesnt feel original
628, 4.0 out of 5 stars, they are lightweight and looks good
628, 5.0 out of 5 stars, original product and the shoes are amazing
628, 5.0 out of 5 stars, good product
628, 1.0 out of 5 stars, duplicatethird or forth copy
628, 5.0 out of 5 stars, p
628, 5.0 out of 5 stars, good purchase
628, 1.0 out of 5 stars, duplicate item
628, 4.0 out of 5 stars, very nice
629,1.0 out of 5 stars,it is copy or original one
629, 1.0 out of 5 stars, duplicate item
629, 5.0 out of 5 stars, most valuable
629, 2.0 out of 5 stars, feels not original
629, 1.0 out of 5 stars, received damaged and most likely fake shoes
629, 5.0 out of 5 stars, great product
629, 5.0 out of 5 stars, comfortable
629, 5.0 out of 5 stars, quality and comfort
629, 4.0 out of 5 stars, good look comfort
629, 5.0 out of 5 stars, quality 
630,4.0 out of 5 stars,nice timely delivery
630, 3.0 out of 5 stars, good shoe
630, 5.0 out of 5 stars, looks much better in real
630, 5.0 out of 5 stars, excellent product
630, 5.0 out of 5 stars, smooth feeling but sturdy
630, 5.0 out of 5 stars, good
630, 2.0 out of 5 stars, duplicate
630, 5.0 out of 5 stars, good
630, 5.0 out of 5 stars, good product
630, 5.0 out of 5 stars, nice shoes
631,5.0 out of 5 stars,very chic and comfortable
631, 1.0 out of 5 stars, teared in  month
