Product_id,Review_rating,clean_review,Emotion,Sentiment_Score
698, 5.0 out of 5 stars, light and comfortable,POSITIVE,0.9998698234558105
698, 5.0 out of 5 stars, very very nice product,POSITIVE,0.9998716115951538
698, 5.0 out of 5 stars, amazing product by puma,POSITIVE,0.9998607635498047
698, 5.0 out of 5 stars, perfect,POSITIVE,0.9998517036437988
698, 2.0 out of 5 stars, trust issue with amazon i think the product is duplicate if it is original the quality not justified,NEGATIVE,0.9985324144363403
698, 4.0 out of 5 stars, timely delivered,POSITIVE,0.9998388290405273
699,5.0 out of 5 stars,you guys gonna love this product,POSITIVE,0.9998098015785217
699, 5.0 out of 5 stars, adidas lover,POSITIVE,0.9745301008224487
699, 4.0 out of 5 stars, honest review,POSITIVE,0.9998451471328735
699, 4.0 out of 5 stars, good,POSITIVE,0.9998161196708679
699, 1.0 out of 5 stars, its duplicate nd copy,NEGATIVE,0.9992215633392334
699, 5.0 out of 5 stars, good shoe good cushioning,POSITIVE,0.9997621178627014
699, 2.0 out of 5 stars, dont purchase it,NEGATIVE,0.9965140223503113
699, 4.0 out of 5 stars, loved it,POSITIVE,0.9998797178268433
699, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
699, 1.0 out of 5 stars, tampered packaging,NEGATIVE,0.9992597699165344
700,5.0 out of 5 stars,worth the money,POSITIVE,0.9998158812522888
700, 4.0 out of 5 stars, good shoes awesome traction,POSITIVE,0.9998750686645508
700, 5.0 out of 5 stars, very good,POSITIVE,0.9998520612716675
700, 4.0 out of 5 stars, look dont think twice go for it,NEGATIVE,0.742358922958374
700, 5.0 out of 5 stars, very comfortable,POSITIVE,0.9998656511306763
700, 5.0 out of 5 stars, best till now,POSITIVE,0.9992166757583618
700, 5.0 out of 5 stars, most comfy shoes i have ever purchased,POSITIVE,0.9990334510803223
700, 1.0 out of 5 stars, quality is not good,NEGATIVE,0.999751627445221
700, 4.0 out of 5 stars, good,POSITIVE,0.9998161196708679
700, 5.0 out of 5 stars, really comfortable just go for it,POSITIVE,0.9997797608375549
701,5.0 out of 5 stars,satisfied ,POSITIVE,0.9997212290763855
701, 4.0 out of 5 stars, nice one,POSITIVE,0.9998481273651123
701, 5.0 out of 5 stars, awesome shoes,POSITIVE,0.9998668432235718
701, 5.0 out of 5 stars, it is so comfortable and there no any problem,POSITIVE,0.9998161196708679
701, 5.0 out of 5 stars, only the best,POSITIVE,0.9997722506523132
701, 1.0 out of 5 stars, dont buy,NEGATIVE,0.99004727602005
701, 1.0 out of 5 stars, fake product,NEGATIVE,0.9997135996818542
701, 1.0 out of 5 stars, looks gud but ,NEGATIVE,0.9904137253761292
701, 5.0 out of 5 stars, trekking or harsh roads nothing for this shoes,NEGATIVE,0.9987173080444336
701, 4.0 out of 5 stars, good to received in time im worry about the leather quality,POSITIVE,0.9974911212921143
702,5.0 out of 5 stars,solid product for k,POSITIVE,0.9998490810394287
702, 4.0 out of 5 stars, best in the industry quality,POSITIVE,0.9998407363891602
702, 4.0 out of 5 stars, quality is nice only issue is the shoe is a bit tight ,POSITIVE,0.9954293966293335
702, 4.0 out of 5 stars, first of all its  original quality is good tuff soul and bit heavier due to its soul,POSITIVE,0.9995577931404114
702, 5.0 out of 5 stars, value for  money,POSITIVE,0.9977725148200989
702, 5.0 out of 5 stars, good product go for it,POSITIVE,0.9998444318771362
702, 4.0 out of 5 stars, sturdy shoes a bit on the heavier side compared ,POSITIVE,0.985858142375946
702, 4.0 out of 5 stars, go by its looks you will start loving it,POSITIVE,0.9998645782470703
702, 1.0 out of 5 stars, dupalicate shoeh,NEGATIVE,0.9881956577301025
702, 5.0 out of 5 stars, excellent pair of shoes by adidas after a long time at competitive price,POSITIVE,0.9997410178184509
703,5.0 out of 5 stars,for wide foot go for it,POSITIVE,0.9633098244667053
703, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
703, 1.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
703, 2.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
703, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
703, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
703, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
703, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
703, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
703, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
704,4.0 out of 5 stars,report abuse,NEGATIVE,0.9989908337593079
704, 1.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
705,5.0 out of 5 stars,comfortable an light weight,POSITIVE,0.9997614026069641
705, 5.0 out of 5 stars, amazing,POSITIVE,0.999875545501709
705, 5.0 out of 5 stars, comfort smart durable,POSITIVE,0.9998272061347961
705, 5.0 out of 5 stars, kindly arrange a return asap ,POSITIVE,0.9768673181533813
705, 5.0 out of 5 stars, clarks never lets you down as always amazing product ,POSITIVE,0.9998410940170288
706,1.0 out of 5 stars,not a good running shoes,NEGATIVE,0.9997819066047668
706, 1.0 out of 5 stars, kind of fake it seems,NEGATIVE,0.9995941519737244
706, 2.0 out of 5 stars, worst quality,NEGATIVE,0.9997915625572205
706, 5.0 out of 5 stars, very comfortable light perfect as per size,POSITIVE,0.999879002571106
706, 5.0 out of 5 stars, always good quality from nb,POSITIVE,0.99986732006073
706, 4.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
706, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
706, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
706, 4.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
706, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
707,3.0 out of 5 stars,hard sole,NEGATIVE,0.9852114915847778
707, 1.0 out of 5 stars, fake product,NEGATIVE,0.9997135996818542
707, 3.0 out of 5 stars, poor quality,NEGATIVE,0.9997573494911194
707, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
707, 2.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
707, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
707, 4.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
708,4.0 out of 5 stars,good shoes missing insole,NEGATIVE,0.9906740784645081
708, 4.0 out of 5 stars, shole modium flexible overall good,POSITIVE,0.9997835755348206
708, 4.0 out of 5 stars, very good comport,POSITIVE,0.9998811483383179
708, 5.0 out of 5 stars, very good,POSITIVE,0.9998520612716675
708, 5.0 out of 5 stars, ,POSITIVE,0.7481212019920349
708, 2.0 out of 5 stars, not a comfortable,NEGATIVE,0.9997915625572205
708, 5.0 out of 5 stars, awesome,POSITIVE,0.9998682737350464
708, 5.0 out of 5 stars, best best,POSITIVE,0.9998223185539246
708, 5.0 out of 5 stars, awsm,NEGATIVE,0.9884735941886902
708, 5.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
709,4.0 out of 5 stars,nice product with this price,POSITIVE,0.999818742275238
709, 1.0 out of 5 stars, fake,NEGATIVE,0.9996473789215088
709, 5.0 out of 5 stars, great product,POSITIVE,0.9998695850372314
709, 1.0 out of 5 stars, worst shoes to play in dont buy them,NEGATIVE,0.9997863173484802
709, 4.0 out of 5 stars, unhappy with the packing,NEGATIVE,0.9996880292892456
709, 5.0 out of 5 stars, good shoes at right price,POSITIVE,0.9998362064361572
709, 3.0 out of 5 stars, not as expected,NEGATIVE,0.9991262555122375
709, 1.0 out of 5 stars, not suitable for running even,NEGATIVE,0.9998013377189636
709, 3.0 out of 5 stars, compromised with quality,NEGATIVE,0.9967789053916931
709, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
710,4.0 out of 5 stars,beautiful shoes but toooo old stock,NEGATIVE,0.9818892478942871
710, 5.0 out of 5 stars, one leather piece shoe pair wonderful,POSITIVE,0.9998685121536255
710, 5.0 out of 5 stars, good buy,POSITIVE,0.9997506737709045
710, 3.0 out of 5 stars, review,POSITIVE,0.9946893453598022
710, 3.0 out of 5 stars, shoes colour has received different as in photo,POSITIVE,0.9157605767250061
710, 5.0 out of 5 stars, nic product,POSITIVE,0.9578400254249573
710, 4.0 out of 5 stars, super,POSITIVE,0.998783528804779
710, 5.0 out of 5 stars, quality product,POSITIVE,0.9997398257255554
710, 1.0 out of 5 stars,    ,POSITIVE,0.7481212019920349
710, 5.0 out of 5 stars, excellent,POSITIVE,0.9998434782028198
711,5.0 out of 5 stars,one of the best product of campus,POSITIVE,0.9998619556427002
711, 5.0 out of 5 stars, great shoes,POSITIVE,0.9998564720153809
711, 4.0 out of 5 stars, very nice  comfortable,POSITIVE,0.9998705387115479
711, 5.0 out of 5 stars, comfortable shoes surprised with the air turbo support,POSITIVE,0.9989521503448486
711, 1.0 out of 5 stars, product code doesnt matched,NEGATIVE,0.9994327425956726
711, 1.0 out of 5 stars, not same as in photo,NEGATIVE,0.9875839352607727
711, 5.0 out of 5 stars, amazing shoes at most economical price pointmade in india,POSITIVE,0.9998328685760498
711, 1.0 out of 5 stars, im not satisfied,NEGATIVE,0.9997643828392029
711, 5.0 out of 5 stars, lovely,POSITIVE,0.9998601675033569
711, 5.0 out of 5 stars, worth to buy,POSITIVE,0.9997944235801697
712,4.0 out of 5 stars,worth the buy,POSITIVE,0.9998397827148438
712, 5.0 out of 5 stars, great finished product,POSITIVE,0.9998568296432495
712, 5.0 out of 5 stars, its a luxurious treat,POSITIVE,0.9998687505722046
712, 5.0 out of 5 stars, elegant,POSITIVE,0.999850869178772
712, 5.0 out of 5 stars, great product finish and fitting,POSITIVE,0.9998632669448853
712, 3.0 out of 5 stars, best shoe in looks except the slow makes sounds,NEGATIVE,0.7333068251609802
713,2.0 out of 5 stars,seems to be fake,NEGATIVE,0.9996159076690674
713, 5.0 out of 5 stars, must go for it,POSITIVE,0.9990512728691101
713, 1.0 out of 5 stars, very poor product,NEGATIVE,0.9998101592063904
713, 2.0 out of 5 stars, looks duplicate,NEGATIVE,0.9995555281639099
713, 4.0 out of 5 stars, no foam,NEGATIVE,0.8129636645317078
713, 4.0 out of 5 stars, must buy,POSITIVE,0.9820495247840881
713, 1.0 out of 5 stars, many problem shoe,NEGATIVE,0.9852942228317261
713, 1.0 out of 5 stars, fake product,NEGATIVE,0.9997135996818542
713, 4.0 out of 5 stars, nice and comfortable and definitely not fake,POSITIVE,0.9998739957809448
713, 2.0 out of 5 stars, careful what you order for,NEGATIVE,0.996591329574585
714,1.0 out of 5 stars,wrong color  looks old,NEGATIVE,0.9997597336769104
714, 5.0 out of 5 stars, a good buy,POSITIVE,0.9998492002487183
714, 5.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
714, 5.0 out of 5 stars, excellent product,POSITIVE,0.9998617172241211
714, 5.0 out of 5 stars, extremely comfortable pair of shoes,POSITIVE,0.9998514652252197
714, 5.0 out of 5 stars, premium quality  love hush puppies,POSITIVE,0.998939573764801
714, 5.0 out of 5 stars, excellent shoes,POSITIVE,0.9998536109924316
714, 4.0 out of 5 stars, great buy,POSITIVE,0.9997813105583191
714, 1.0 out of 5 stars, sole fat gya in single use,NEGATIVE,0.9967619180679321
714, 5.0 out of 5 stars, nice shoes,POSITIVE,0.9998557567596436
715,3.0 out of 5 stars,size not perfect,NEGATIVE,0.9995403289794922
715, 4.0 out of 5 stars, very cool product,POSITIVE,0.9998791217803955
715, 1.0 out of 5 stars, pathetic,NEGATIVE,0.9998106360435486
715, 2.0 out of 5 stars, not a good choice from amazon seller,NEGATIVE,0.9997817873954773
715, 5.0 out of 5 stars, good quality shoes,POSITIVE,0.9998579025268555
715, 4.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
715, 1.0 out of 5 stars, size not genuine,NEGATIVE,0.9997064471244812
715, 1.0 out of 5 stars, wrong product size,NEGATIVE,0.999782145023346
715, 5.0 out of 5 stars, comfortable and perfect size,POSITIVE,0.999881386756897
715, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
716,5.0 out of 5 stars,if your feet number is  you need to take ,NEGATIVE,0.9900688529014587
716, 1.0 out of 5 stars, not orginal adidas,NEGATIVE,0.9837756752967834
716, 4.0 out of 5 stars, order true to size if available,POSITIVE,0.9969391822814941
716, 5.0 out of 5 stars, very good quality of sports shoes,POSITIVE,0.9998669624328613
716, 5.0 out of 5 stars, not good for broad feet,NEGATIVE,0.9996703863143921
716, 4.0 out of 5 stars, very good,POSITIVE,0.9998520612716675
716, 5.0 out of 5 stars, very good,POSITIVE,0.9998520612716675
716, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
716, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
716, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
717,5.0 out of 5 stars,superb,POSITIVE,0.9998656511306763
717, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
717, 5.0 out of 5 stars, worth buying,POSITIVE,0.999859094619751
717, 4.0 out of 5 stars, very nice,POSITIVE,0.9998563528060913
718,1.0 out of 5 stars,not genuine product  fake fake fake,NEGATIVE,0.9993973970413208
718, 1.0 out of 5 stars, not worth,NEGATIVE,0.9997950196266174
718, 5.0 out of 5 stars, classy shoe,POSITIVE,0.9995208978652954
718, 5.0 out of 5 stars, best in segment,POSITIVE,0.9995169639587402
718, 4.0 out of 5 stars, real leather shoe with leather sole,POSITIVE,0.9969473481178284
719,1.0 out of 5 stars,finding out with security,POSITIVE,0.9745174050331116
719, 4.0 out of 5 stars, not bad,POSITIVE,0.9995881915092468
719, 5.0 out of 5 stars, copa,POSITIVE,0.9862871766090393
719, 5.0 out of 5 stars, very good,POSITIVE,0.9998520612716675
719, 5.0 out of 5 stars, adidas copa ,POSITIVE,0.9886912107467651
719, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
720,4.0 out of 5 stars,wrong sizing info,NEGATIVE,0.9997395873069763
720, 3.0 out of 5 stars, size wrongly listed,NEGATIVE,0.9993645548820496
720, 5.0 out of 5 stars, worth the money,POSITIVE,0.9998158812522888
720, 4.0 out of 5 stars, its good,POSITIVE,0.9998385906219482
720, 4.0 out of 5 stars, comfortable but little small than nike and adidas,POSITIVE,0.9931575655937195
720, 5.0 out of 5 stars, awesome,POSITIVE,0.9998682737350464
720, 5.0 out of 5 stars, nice ,POSITIVE,0.9998552799224854
720, 1.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
720, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
720, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
721,3.0 out of 5 stars,average quality shoe,POSITIVE,0.9919631481170654
721, 1.0 out of 5 stars, fake product,NEGATIVE,0.9997135996818542
721, 1.0 out of 5 stars, because not branded thats copy,NEGATIVE,0.9904065728187561
722,1.0 out of 5 stars,wrong color received,NEGATIVE,0.9995449185371399
722, 4.0 out of 5 stars, good shoes,POSITIVE,0.9998462200164795
722, 5.0 out of 5 stars, very comfortable,POSITIVE,0.9998656511306763
723,5.0 out of 5 stars,satisfied,POSITIVE,0.9997212290763855
723, 4.0 out of 5 stars, i love redchief,POSITIVE,0.9998171925544739
723, 1.0 out of 5 stars, support india,POSITIVE,0.9997362494468689
724,4.0 out of 5 stars,color of the shoes is neon,POSITIVE,0.9973959922790527
724, 5.0 out of 5 stars, value of money ,POSITIVE,0.9982079267501831
724, 5.0 out of 5 stars, tha best,POSITIVE,0.9991053938865662
725,2.0 out of 5 stars,buy from exclusive store only,NEGATIVE,0.6451113820075989
725, 5.0 out of 5 stars, awesome,POSITIVE,0.9998682737350464
725, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
725, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
725, 2.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
725, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
725, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
725, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
725, 5.0 out of 5 stars, verified purchase,POSITIVE,0.9989157915115356
725, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
726,1.0 out of 5 stars,sole is coming off,NEGATIVE,0.9867553114891052
726, 5.0 out of 5 stars, best comfortable,POSITIVE,0.9998449087142944
726, 4.0 out of 5 stars, good,POSITIVE,0.9998161196708679
726, 2.0 out of 5 stars, ,POSITIVE,0.7481212019920349
726, 2.0 out of 5 stars, not upto the expectation,NEGATIVE,0.998407781124115
726, 5.0 out of 5 stars, asics rocks,POSITIVE,0.9991752505302429
726, 4.0 out of 5 stars, good quality shoes,POSITIVE,0.9998579025268555
726, 5.0 out of 5 stars, amazing design of this shoe,POSITIVE,0.9998775720596313
726, 5.0 out of 5 stars, good performance shoe,POSITIVE,0.9998518228530884
726, 4.0 out of 5 stars, old model shoes and smaller size,NEGATIVE,0.9507869482040405
727,5.0 out of 5 stars,excellent product,POSITIVE,0.9998617172241211
727, 1.0 out of 5 stars, product review,POSITIVE,0.8388041853904724
727, 4.0 out of 5 stars, awesome,POSITIVE,0.9998682737350464
727, 5.0 out of 5 stars, nice and comfortable,POSITIVE,0.9998695850372314
727, 4.0 out of 5 stars, nice product but came in open packing,POSITIVE,0.6904613375663757
727, 3.0 out of 5 stars, overpriced for the quality and much hoped with digital ads,NEGATIVE,0.994242250919342
727, 5.0 out of 5 stars, suppppprrr nice  paisa vasul material,NEGATIVE,0.9480099081993103
727, 5.0 out of 5 stars, great product great price bye dont worry,POSITIVE,0.9977455735206604
727, 4.0 out of 5 stars, good quality,POSITIVE,0.9998551607131958
727, 2.0 out of 5 stars, size fit is not as per expectation a bit larger,NEGATIVE,0.9967877864837646
728,5.0 out of 5 stars,original,POSITIVE,0.9998059868812561
728, 4.0 out of 5 stars, good,POSITIVE,0.9998161196708679
729,5.0 out of 5 stars,very good quality and worth buying,POSITIVE,0.999881386756897
729, 1.0 out of 5 stars, bed,NEGATIVE,0.6777230501174927
729, 4.0 out of 5 stars, good,POSITIVE,0.9998161196708679
729, 5.0 out of 5 stars, worth for money,POSITIVE,0.9988117218017578
730,5.0 out of 5 stars,good product,POSITIVE,0.9998588562011719
730, 5.0 out of 5 stars, nice product,POSITIVE,0.9998539686203003
730, 5.0 out of 5 stars, excellent quality,POSITIVE,0.9998606443405151
731,4.0 out of 5 stars,awesome,POSITIVE,0.9998682737350464
731, 1.0 out of 5 stars, wrong fake shoe,NEGATIVE,0.9994747042655945
731, 1.0 out of 5 stars, copy fake product dont buy it,NEGATIVE,0.9993000030517578
731, 5.0 out of 5 stars, just love it,POSITIVE,0.9998824596405029
731, 5.0 out of 5 stars, fitted and comfortable as expected but gave shoe bites,NEGATIVE,0.9624607563018799
731, 5.0 out of 5 stars, fit enough,POSITIVE,0.9997703433036804
731, 5.0 out of 5 stars, happyyy,POSITIVE,0.9998358488082886
731, 5.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
731, 1.0 out of 5 stars, first copy,NEGATIVE,0.7204403281211853
731, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
732,5.0 out of 5 stars,good looking shoe,POSITIVE,0.9998339414596558
732, 3.0 out of 5 stars, good,POSITIVE,0.9998161196708679
732, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
732, 5.0 out of 5 stars, nice,POSITIVE,0.9998552799224854
732, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
732, 3.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
732, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
732, 4.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
732, 3.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
732, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
733,1.0 out of 5 stars,fake product,NEGATIVE,0.9997135996818542
733, 1.0 out of 5 stars, worst product got rip up,NEGATIVE,0.9998003840446472
733, 3.0 out of 5 stars, not comfortable but looks good,POSITIVE,0.9998019337654114
733, 4.0 out of 5 stars, good item,POSITIVE,0.9998557567596436
733, 1.0 out of 5 stars, duplicate and damaged,NEGATIVE,0.999728262424469
733, 4.0 out of 5 stars, not bad,POSITIVE,0.9995881915092468
733, 2.0 out of 5 stars, not good product,NEGATIVE,0.9997689127922058
733, 4.0 out of 5 stars, smart comfy shoes,POSITIVE,0.9998192191123962
733, 5.0 out of 5 stars, superb and elegant,POSITIVE,0.9998767375946045
733, 5.0 out of 5 stars, somewhat big,POSITIVE,0.9982410669326782
734,2.0 out of 5 stars,pathetic,NEGATIVE,0.9998106360435486
734, 3.0 out of 5 stars, not for regular running persons,NEGATIVE,0.9977497458457947
734, 1.0 out of 5 stars, not as good as it reflects in image,NEGATIVE,0.9997584223747253
734, 3.0 out of 5 stars, only party shoes,NEGATIVE,0.9151147603988647
734, 1.0 out of 5 stars, worst product ever,NEGATIVE,0.9997727274894714
734, 1.0 out of 5 stars, not buy,NEGATIVE,0.9981606602668762
734, 1.0 out of 5 stars, fake,NEGATIVE,0.9996473789215088
734, 1.0 out of 5 stars, it is too small size want to return,NEGATIVE,0.9979158043861389
734, 1.0 out of 5 stars, reply,POSITIVE,0.9834317564964294
734, 2.0 out of 5 stars, not good,NEGATIVE,0.9997889399528503
735,4.0 out of 5 stars,nice product with this price,POSITIVE,0.999818742275238
735, 1.0 out of 5 stars, fake,NEGATIVE,0.9996473789215088
735, 5.0 out of 5 stars, great product,POSITIVE,0.9998695850372314
735, 1.0 out of 5 stars, worst shoes to play in dont buy them,NEGATIVE,0.9997863173484802
735, 4.0 out of 5 stars, unhappy with the packing,NEGATIVE,0.9996880292892456
735, 5.0 out of 5 stars, good shoes at right price,POSITIVE,0.9998362064361572
735, 3.0 out of 5 stars, not as expected,NEGATIVE,0.9991262555122375
735, 1.0 out of 5 stars, not suitable for running even,NEGATIVE,0.9998013377189636
735, 3.0 out of 5 stars, compromised with quality,NEGATIVE,0.9967789053916931
735, 5.0 out of 5 stars, value for money,POSITIVE,0.9977725148200989
736,1.0 out of 5 stars,fake product,NEGATIVE,0.9997135996818542
736, 1.0 out of 5 stars, worst product got rip up,NEGATIVE,0.9998003840446472
736, 3.0 out of 5 stars, not comfortable but looks good,POSITIVE,0.9998019337654114
736, 4.0 out of 5 stars, good item,POSITIVE,0.9998557567596436
736, 1.0 out of 5 stars, duplicate and damaged,NEGATIVE,0.999728262424469
736, 4.0 out of 5 stars, not bad,POSITIVE,0.9995881915092468
736, 2.0 out of 5 stars, not good product,NEGATIVE,0.9997689127922058
736, 4.0 out of 5 stars, smart comfy shoes,POSITIVE,0.9998192191123962
736, 5.0 out of 5 stars, superb and elegant,POSITIVE,0.9998767375946045
736, 5.0 out of 5 stars, somewhat big,POSITIVE,0.9982410669326782
737,5.0 out of 5 stars,perfect for those who are seeking comfort and aesthetics altogether,POSITIVE,0.9998611211776733
737, 1.0 out of 5 stars, fake product delevard,NEGATIVE,0.9997887015342712
737, 5.0 out of 5 stars, great pair of shoes,POSITIVE,0.9998539686203003
737, 4.0 out of 5 stars, good product,POSITIVE,0.9998588562011719
737, 5.0 out of 5 stars, fantastic quality,POSITIVE,0.9998823404312134
737, 5.0 out of 5 stars, very good value for money,POSITIVE,0.9998574256896973
737, 5.0 out of 5 stars, the most comfortable pair of shoes ive ever worn,POSITIVE,0.9996356964111328
737, 5.0 out of 5 stars, good deal,POSITIVE,0.9998378753662109
737, 4.0 out of 5 stars, good product for running ,POSITIVE,0.999771773815155
737, 5.0 out of 5 stars, comfortable shoes in all ways,POSITIVE,0.999846339225769
738,5.0 out of 5 stars,good product,POSITIVE,0.9998588562011719
738, 5.0 out of 5 stars, nice product,POSITIVE,0.9998539686203003
738, 5.0 out of 5 stars, excellent quality,POSITIVE,0.9998606443405151
739,2.0 out of 5 stars,its copy product,NEGATIVE,0.9947414398193359
739, 3.0 out of 5 stars, not real woodland as i am used to wear,NEGATIVE,0.9989833235740662
739, 5.0 out of 5 stars, awesome ,POSITIVE,0.9998682737350464
739, 5.0 out of 5 stars, dabang look bnta hi bro,POSITIVE,0.9850606322288513
739, 5.0 out of 5 stars, perfect product,POSITIVE,0.9998705387115479
739, 5.0 out of 5 stars, woodland shoes,POSITIVE,0.9952133893966675
739, 5.0 out of 5 stars, i am happy ,POSITIVE,0.9998801946640015
739, 5.0 out of 5 stars, u can give original image product evry time,POSITIVE,0.9660108089447021
739, 3.0 out of 5 stars, update product image for more information about the item,NEGATIVE,0.9859151840209961
739, 4.0 out of 5 stars, ok,POSITIVE,0.9997851252555847
740,5.0 out of 5 stars,good looking shoe,POSITIVE,0.9998339414596558
740, 3.0 out of 5 stars, good,POSITIVE,0.9998161196708679
740, 5.0 out of 5 stars, good,POSITIVE,0.9998161196708679
740, 5.0 out of 5 stars, nice,POSITIVE,0.9998552799224854
740, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
740, 3.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
740, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
740, 4.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
740, 3.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
740, 5.0 out of 5 stars, report abuse,NEGATIVE,0.9989908337593079
741,2.0 out of 5 stars,pathetic,NEGATIVE,0.9998106360435486
741, 3.0 out of 5 stars, not for regular running persons,NEGATIVE,0.9977497458457947
741, 1.0 out of 5 stars, not as good as it reflects in image,NEGATIVE,0.9997584223747253
741, 3.0 out of 5 stars, only party shoes,NEGATIVE,0.9151147603988647
741, 1.0 out of 5 stars, worst product ever,NEGATIVE,0.9997727274894714
741, 1.0 out of 5 stars, not buy,NEGATIVE,0.9981606602668762
741, 1.0 out of 5 stars, fake,NEGATIVE,0.9996473789215088
741, 1.0 out of 5 stars, it is too small size want to return,NEGATIVE,0.9979158043861389
741, 1.0 out of 5 stars, reply,POSITIVE,0.9834317564964294
741, 2.0 out of 5 stars, not good,NEGATIVE,0.9997889399528503
742,2.0 out of 5 stars,its copy product,NEGATIVE,0.9947414398193359
742, 3.0 out of 5 stars, not real woodland as i am used to wear,NEGATIVE,0.9989833235740662
742, 5.0 out of 5 stars, awesome ,POSITIVE,0.9998682737350464
742, 5.0 out of 5 stars, dabang look bnta hi bro,POSITIVE,0.9850606322288513
742, 5.0 out of 5 stars, perfect product,POSITIVE,0.9998705387115479
742, 5.0 out of 5 stars, woodland shoes,POSITIVE,0.9952133893966675
742, 5.0 out of 5 stars, i am happy ,POSITIVE,0.9998801946640015
742, 5.0 out of 5 stars, u can give original image product evry time,POSITIVE,0.9660108089447021
742, 3.0 out of 5 stars, update product image for more information about the item,NEGATIVE,0.9859151840209961
742, 4.0 out of 5 stars, ok,POSITIVE,0.9997851252555847
743,2.0 out of 5 stars,pathetic,NEGATIVE,0.9998106360435486
743, 3.0 out of 5 stars, not for regular running persons,NEGATIVE,0.9977497458457947
743, 1.0 out of 5 stars, not as good as it reflects in image,NEGATIVE,0.9997584223747253
743, 3.0 out of 5 stars, only party shoes,NEGATIVE,0.9151147603988647
743, 1.0 out of 5 stars, worst product ever,NEGATIVE,0.9997727274894714
743, 1.0 out of 5 stars, not buy,NEGATIVE,0.9981606602668762
743, 1.0 out of 5 stars, fake,NEGATIVE,0.9996473789215088
743, 1.0 out of 5 stars, it is too small size want to return,NEGATIVE,0.9979158043861389
743, 1.0 out of 5 stars, reply,POSITIVE,0.9834317564964294
743, 2.0 out of 5 stars, not good,NEGATIVE,0.9997889399528503
744,5.0 out of 5 stars,excellent pair of formal shoes,POSITIVE,0.999849796295166
744, 5.0 out of 5 stars, go for it,POSITIVE,0.9996144771575928
